-7.56, -46.10, 125.81, 182.45
25.69, -21.75, 121.70, 32.33
-4.30, 30.87, 112.40, -244.67
14.99, -3.53, 121.31, 146.38
9.74, -10.70, 215.72, -9.78
-4.15, 9.79, 128.78, -25.64
23.80, 83.30, 187.73, -176.44
-41.96, -41.31, 149.11, -191.98
1.14, 43.39, 111.04, 77.41
-21.60, 91.55, 143.74, 46.92
13.35, -39.70, 224.52, -43.70
37.21, -63.71, 120.18, -78.75
3.03, 57.68, 218.34, -60.87
13.08, 12.30, 136.81, -295.35
-25.85, 27.16, 149.53, 298.58
-11.09, -83.67, 202.30, -140.31
20.73, 10.56, 186.72, -41.99
-45.94, -36.44, 135.60, -126.47
26.72, 33.09, 179.07, 247.04
41.09, 46.37, 226.43, -296.43
32.87, -52.31, 195.47, 297.79
31.75, 73.55, 129.08, 37.81
9.39, 85.87, 193.50, 38.68
-7.50, 36.51, 151.14, -94.30
-26.55, 99.58, 160.27, 159.63
-18.78, 59.19, 222.24, -243.19
17.25, -86.75, 200.01, 45.56
-24.08, -6.74, 200.99, -67.28
17.98, 3.92, 208.13, 336.43
-32.73, 13.58, 119.05, -32.10
28.73, 68.58, 154.51, 298.68
-22.25, 97.39, 158.37, 51.12
24.26, -23.50, 154.41, -142.73
-28.25, -34.96, 115.02, 55.39
-34.75, -56.19, 146.72, 98.78
12.97, -84.35, 117.22, -23.29
40.22, 28.26, 133.28, 73.99
3.54, 51.30, 172.48, -52.81
16.13, 24.89, 132.14, 90.62
18.09, -77.74, 220.76, 303.71
-19.69, 66.01, 146.61, -128.96
8.52, 48.98, 215.28, 194.55
-38.01, 49.45, 201.50, -4.25
-29.05, -34.69, 171.72, -22.81
-31.64, -76.25, 201.39, -30.50
35.79, -4.61, 164.20, -85.01
-35.56, 87.80, 207.90, 37.28
-6.10, 15.46, 188.82, -348.99
-44.06, 43.04, 220.90, -226.16
24.47, -88.67, 215.23, 81.87
-21.34, -94.16, 195.86, -32.84
44.31, -0.40, 113.82, 334.00
9.29, -0.51, 228.10, -342.62
-34.97, -45.56, 164.06, -46.20
24.16, -59.59, 134.17, 90.51
31.29, -25.63, 151.50, -0.20
21.53, 6.39, 183.39, 146.36
-44.11, 5.15, 177.97, 242.05
-1.36, -58.53, 114.60, -326.14
43.74, -59.17, 131.18, 195.64
-15.02, -23.43, 135.33, 196.25
-14.43, -53.52, 131.90, -343.01
-21.29, -71.19, 132.07, 25.86
-37.61, -53.82, 182.66, -122.30
1.62, -55.73, 150.82, -274.12
42.39, -19.02, 144.52, -100.38
-44.72, 19.44, 156.45, 254.56
37.32, -94.46, 123.14, -213.14
-43.49, -49.00, 145.02, 343.54
41.75, 33.87, 227.29, 272.84
-36.31, -98.03, 205.71, -63.84
4.20, -56.46, 150.58, 212.51
-28.38, -93.22, 203.21, 256.34
15.54, -73.91, 205.08, -3.63
37.03, 54.04, 181.68, 295.32
-10.02, -24.26, 165.41, -176.83
-45.23, 6.71, 224.60, -146.98
17.81, 81.25, 144.37, 149.51
-25.48, -21.46, 195.62, -304.91
-17.54, 90.14, 186.16, -330.63
35.98, 45.81, 125.06, -105.30
-40.76, -46.63, 139.21, 174.61
-26.37, 55.33, 169.37, 139.02
7.94, -79.79, 151.57, 149.66
8.18, -88.24, 199.13, 33.83
-5.02, -38.90, 168.94, 254.11
-0.63, 64.66, 191.97, 218.25
41.23, -78.58, 185.54, -0.30
-31.93, 63.73, 114.92, 319.45
-38.63, -15.21, 127.69, -162.62
-45.02, -6.84, 227.68, 62.72
9.41, 60.80, 171.20, 210.08
6.68, 39.61, 144.45, -329.11
40.64, -74.76, 137.73, 318.36
7.39, -72.55, 120.79, -57.16
2.82, 15.54, 181.79, -259.90
-13.53, -5.54, 149.18, -264.98
42.05, 61.01, 192.39, 304.53
15.55, -9.60, 174.62, 239.80
-39.71, -92.46, 116.14, 87.80
41.23, -51.10, 201.59, -260.47
2.78, -52.51, 221.41, 67.69
